timestamp_window_end,src_ip,dst_ip,is_to_victim,packet_rate_ewma,packet_count_1s,byte_count_1s,avg_pkt_size,pkt_size_std,inter_arrival_std,label_hint,label
2026-05-17 15:18:39.590,10.0.0.7,10.0.0.18,0,0.9,3,294,98.0,0.0,0.000242,normal,0
2026-05-17 15:18:39.590,10.0.0.7,10.0.0.19,0,0.9,3,294,98.0,0.0,0.002065,normal,0
2026-05-17 15:18:39.590,10.0.0.7,10.0.0.20,0,0.9,3,294,98.0,0.0,0.000919,normal,0
2026-05-17 15:18:39.590,10.0.0.7,10.0.0.17,0,0.9,3,294,98.0,0.0,0.000545,normal,0
2026-05-17 15:18:39.590,10.0.0.7,10.0.0.6,0,0.3,1,98,98.0,0.0,0.0,normal,0
2026-05-17 15:18:39.590,10.0.0.7,10.0.0.13,0,0.9,3,294,98.0,0.0,0.000433,normal,0
2026-05-17 15:18:39.590,10.0.0.7,10.0.0.5,0,0.9,3,294,98.0,0.0,0.006521,normal,0
2026-05-17 15:18:39.590,10.0.0.7,10.0.0.21,0,0.9,3,294,98.0,0.0,0.0027,normal,0
2026-05-17 15:18:39.590,10.0.0.7,10.0.0.11,0,0.9,3,294,98.0,0.0,0.000153,normal,0
2026-05-17 15:18:39.590,10.0.0.7,10.0.0.8,0,0.3,1,98,98.0,0.0,0.0,normal,0
2026-05-17 15:18:39.590,10.0.0.7,10.0.0.14,0,0.9,3,294,98.0,0.0,0.000347,normal,0
2026-05-17 15:18:39.590,10.0.0.7,10.0.0.12,0,0.9,3,294,98.0,0.0,0.000138,normal,0
2026-05-17 15:18:39.590,10.0.0.7,10.0.0.16,0,0.9,3,294,98.0,0.0,9.5e-05,normal,0
2026-05-17 15:18:39.590,10.0.0.7,10.0.0.22,0,0.9,3,294,98.0,0.0,0.000151,normal,0
2026-05-17 15:18:39.590,10.0.0.7,10.0.0.9,0,0.3,1,98,98.0,0.0,0.0,normal,0
2026-05-17 15:18:39.590,10.0.0.7,10.0.0.15,0,0.9,3,294,98.0,0.0,0.001599,normal,0
2026-05-17 15:18:39.590,10.0.0.7,10.0.0.4,0,0.9,3,294,98.0,0.0,0.001621,normal,0
2026-05-17 15:18:40.598,10.0.0.7,10.0.0.23,0,0.9,3,294,98.0,0.0,9.5e-05,normal,0
2026-05-17 15:18:40.598,10.0.0.8,10.0.0.14,0,0.9,3,294,98.0,0.0,0.003915,normal,0
2026-05-17 15:18:40.598,10.0.0.8,10.0.0.12,0,0.9,3,294,98.0,0.0,6.7e-05,normal,0
2026-05-17 15:18:40.598,10.0.0.8,10.0.0.16,0,0.9,3,294,98.0,0.0,0.000781,normal,0
2026-05-17 15:18:40.598,10.0.0.8,10.0.0.9,0,0.3,1,98,98.0,0.0,0.0,normal,0
2026-05-17 15:18:40.598,10.0.0.8,10.0.0.11,0,0.9,3,294,98.0,0.0,0.001472,normal,0
2026-05-17 15:18:40.598,10.0.0.8,10.0.0.3,0,0.9,3,294,98.0,0.0,0.002334,normal,0
2026-05-17 15:18:40.598,10.0.0.8,10.0.0.15,0,0.9,3,294,98.0,0.0,0.000138,normal,0
2026-05-17 15:18:40.598,10.0.0.8,10.0.0.4,0,0.9,3,294,98.0,0.0,0.003349,normal,0
